2026-03-18 16:56:40,031 - mealpy.swarm_based.PSO.OriginalPSO - INFO - OriginalPSO(epoch=150, pop_size=20, c1=1.5, c2=1.5, w=0.7)
2026-03-18 17:39:39,724 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 182, Current best: 0.0013251363328097253, Global best: 0.0013251363328097253, Runtime: 0.59861 seconds
2026-03-18 17:39:40,284 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 183, Current best: 0.0013251363328097253, Global best: 0.0013251363328097253, Runtime: 0.56003 seconds
2026-03-18 17:39:40,811 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 184, Current best: 0.0013251363211817513, Global best: 0.0013251363211817513, Runtime: 0.52596 seconds
2026-03-18 17:39:41,310 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 185, Current best: 0.001325136292586206, Global best: 0.001325136292586206, Runtime: 0.50039 seconds
2026-03-18 17:39:41,791 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 186, Current best: 0.0013251362758893422, Global best: 0.0013251362758893422, Runtime: 0.48091 seconds
2026-03-18 17:39:42,290 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 187, Current best: 0.0013251362758893422, Global best: 0.0013251362758893422, Runtime: 0.50039 seconds
2026-03-18 17:39:42,777 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 188, Current best: 0.0013251362758893422, Global best: 0.0013251362758893422, Runtime: 0.48078 seconds
2026-03-18 17:39:43,264 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 189, Current best: 0.0013251362758893422, Global best: 0.0013251362758893422, Runtime: 0.48690 seconds
2026-03-18 17:39:43,831 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 190, Current best: 0.0013251362758893422, Global best: 0.0013251362758893422, Runtime: 0.56409 seconds
2026-03-18 17:39:44,331 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 191, Current best: 0.0013251362706407654, Global best: 0.0013251362706407654, Runtime: 0.50107 seconds
2026-03-18 17:39:44,844 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 192, Current best: 0.0013251362706407654, Global best: 0.0013251362706407654, Runtime: 0.50960 seconds
2026-03-18 17:39:45,360 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 193, Current best: 0.0013251362658287273, Global best: 0.0013251362658287273, Runtime: 0.51537 seconds
2026-03-18 17:39:45,830 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 194, Current best: 0.0013251362658287273, Global best: 0.0013251362658287273, Runtime: 0.47069 seconds
2026-03-18 17:39:46,302 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 195, Current best: 0.0013251362658287273, Global best: 0.0013251362658287273, Runtime: 0.47462 seconds
2026-03-18 17:39:46,810 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 196, Current best: 0.0013251362658287273, Global best: 0.0013251362658287273, Runtime: 0.50650 seconds
2026-03-18 17:39:47,291 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 197, Current best: 0.0013251362658287273, Global best: 0.0013251362658287273, Runtime: 0.47972 seconds
2026-03-18 17:39:47,809 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 198, Current best: 0.0013251362658287273, Global best: 0.0013251362658287273, Runtime: 0.51311 seconds
2026-03-18 17:39:48,280 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 199, Current best: 0.0013251362658287273, Global best: 0.0013251362658287273, Runtime: 0.47503 seconds
2026-03-18 17:39:48,760 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 200, Current best: 0.0013251362658287273, Global best: 0.0013251362658287273, Runtime: 0.47410 seconds
